Employee_ID,Employee_Name,Role,Team,Team_Leader,Shift_Manager,DC_Manager,DC_ID,Region,Country
EMP0066,Employee_0066,Picker,Team_A,TL_DC003_A,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0067,Employee_0067,Replenisher,Team_A,TL_DC003_A,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0068,Employee_0068,Replenisher,Team_A,TL_DC003_A,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0069,Employee_0069,Picker,Team_A,TL_DC003_A,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0070,Employee_0070,Warehouse Associate,Team_A,TL_DC003_A,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0071,Employee_0071,Packer,Team_A,TL_DC003_A,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0072,Employee_0072,Packer,Team_A,TL_DC003_A,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0073,Employee_0073,Packer,Team_B,TL_DC003_B,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0074,Employee_0074,Replenisher,Team_B,TL_DC003_B,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0075,Employee_0075,Warehouse Associate,Team_B,TL_DC003_B,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0076,Employee_0076,Packer,Team_B,TL_DC003_B,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0077,Employee_0077,Replenisher,Team_B,TL_DC003_B,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0078,Employee_0078,Warehouse Associate,Team_B,TL_DC003_B,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0079,Employee_0079,Packer,Team_B,TL_DC003_B,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0080,Employee_0080,Packer,Team_B,TL_DC003_B,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0081,Employee_0081,Picker,Team_C,TL_DC003_C,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0082,Employee_0082,Warehouse Associate,Team_C,TL_DC003_C,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0083,Employee_0083,Picker,Team_C,TL_DC003_C,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0084,Employee_0084,Replenisher,Team_C,TL_DC003_C,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0085,Employee_0085,Picker,Team_C,TL_DC003_C,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0086,Employee_0086,Warehouse Associate,Team_C,TL_DC003_C,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0087,Employee_0087,Replenisher,Team_C,TL_DC003_C,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0088,Employee_0088,Replenisher,Team_C,TL_DC003_C,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0089,Employee_0089,Warehouse Associate,Team_D,TL_DC003_D,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0090,Employee_0090,Packer,Team_D,TL_DC003_D,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0091,Employee_0091,Packer,Team_D,TL_DC003_D,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0092,Employee_0092,Replenisher,Team_D,TL_DC003_D,Shift_Manager_Evening,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0093,Employee_0093,Packer,Team_D,TL_DC003_D,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0094,Employee_0094,Picker,Team_D,TL_DC003_D,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0095,Employee_0095,Warehouse Associate,Team_D,TL_DC003_D,Shift_Manager_Morning,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0096,Employee_0096,Packer,Team_D,TL_DC003_D,Shift_Manager_Night,Manager_Utrecht,DC003,Benelux,Netherlands
EMP0097,Employee_0097,Packer,Team_A,TL_DC004_A,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0098,Employee_0098,Picker,Team_A,TL_DC004_A,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0099,Employee_0099,Packer,Team_A,TL_DC004_A,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0100,Employee_0100,Picker,Team_A,TL_DC004_A,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0101,Employee_0101,Packer,Team_A,TL_DC004_A,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0102,Employee_0102,Packer,Team_A,TL_DC004_A,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0103,Employee_0103,Packer,Team_A,TL_DC004_A,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0104,Employee_0104,Replenisher,Team_A,TL_DC004_A,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0105,Employee_0105,Warehouse Associate,Team_B,TL_DC004_B,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0106,Employee_0106,Warehouse Associate,Team_B,TL_DC004_B,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0107,Employee_0107,Packer,Team_B,TL_DC004_B,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0108,Employee_0108,Packer,Team_B,TL_DC004_B,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0109,Employee_0109,Warehouse Associate,Team_B,TL_DC004_B,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0110,Employee_0110,Warehouse Associate,Team_B,TL_DC004_B,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0111,Employee_0111,Warehouse Associate,Team_B,TL_DC004_B,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0112,Employee_0112,Replenisher,Team_B,TL_DC004_B,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0113,Employee_0113,Warehouse Associate,Team_C,TL_DC004_C,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0114,Employee_0114,Picker,Team_C,TL_DC004_C,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0115,Employee_0115,Replenisher,Team_C,TL_DC004_C,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0116,Employee_0116,Packer,Team_C,TL_DC004_C,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0117,Employee_0117,Picker,Team_C,TL_DC004_C,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0118,Employee_0118,Warehouse Associate,Team_C,TL_DC004_C,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0119,Employee_0119,Replenisher,Team_C,TL_DC004_C,Shift_Manager_Evening,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0120,Employee_0120,Packer,Team_C,TL_DC004_C,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0121,Employee_0121,Replenisher,Team_D,TL_DC004_D,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0122,Employee_0122,Replenisher,Team_D,TL_DC004_D,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0123,Employee_0123,Packer,Team_D,TL_DC004_D,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0124,Employee_0124,Replenisher,Team_D,TL_DC004_D,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0125,Employee_0125,Packer,Team_D,TL_DC004_D,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0126,Employee_0126,Replenisher,Team_D,TL_DC004_D,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0127,Employee_0127,Replenisher,Team_D,TL_DC004_D,Shift_Manager_Night,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0128,Employee_0128,Packer,Team_D,TL_DC004_D,Shift_Manager_Morning,Manager_Eindhoven,DC004,Benelux,Netherlands
EMP0129,Employee_0129,Replenisher,Team_A,TL_DC005_A,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0130,Employee_0130,Warehouse Associate,Team_A,TL_DC005_A,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0131,Employee_0131,Picker,Team_A,TL_DC005_A,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0132,Employee_0132,Picker,Team_A,TL_DC005_A,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0133,Employee_0133,Packer,Team_A,TL_DC005_A,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0134,Employee_0134,Picker,Team_A,TL_DC005_A,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0135,Employee_0135,Replenisher,Team_A,TL_DC005_A,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0136,Employee_0136,Picker,Team_A,TL_DC005_A,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0137,Employee_0137,Replenisher,Team_B,TL_DC005_B,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0138,Employee_0138,Replenisher,Team_B,TL_DC005_B,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0139,Employee_0139,Picker,Team_B,TL_DC005_B,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0140,Employee_0140,Warehouse Associate,Team_B,TL_DC005_B,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0141,Employee_0141,Warehouse Associate,Team_B,TL_DC005_B,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0142,Employee_0142,Picker,Team_B,TL_DC005_B,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0143,Employee_0143,Packer,Team_B,TL_DC005_B,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0144,Employee_0144,Replenisher,Team_B,TL_DC005_B,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0145,Employee_0145,Picker,Team_C,TL_DC005_C,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0146,Employee_0146,Replenisher,Team_C,TL_DC005_C,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0147,Employee_0147,Warehouse Associate,Team_C,TL_DC005_C,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0148,Employee_0148,Picker,Team_C,TL_DC005_C,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0149,Employee_0149,Replenisher,Team_C,TL_DC005_C,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0150,Employee_0150,Packer,Team_C,TL_DC005_C,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0151,Employee_0151,Warehouse Associate,Team_C,TL_DC005_C,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0152,Employee_0152,Picker,Team_C,TL_DC005_C,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0153,Employee_0153,Replenisher,Team_D,TL_DC005_D,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0154,Employee_0154,Replenisher,Team_D,TL_DC005_D,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0155,Employee_0155,Replenisher,Team_D,TL_DC005_D,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0156,Employee_0156,Picker,Team_D,TL_DC005_D,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0157,Employee_0157,Warehouse Associate,Team_D,TL_DC005_D,Shift_Manager_Morning,Manager_Muelheim,DC005,DACH,Germany
EMP0158,Employee_0158,Replenisher,Team_D,TL_DC005_D,Shift_Manager_Night,Manager_Muelheim,DC005,DACH,Germany
EMP0159,Employee_0159,Replenisher,Team_D,TL_DC005_D,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0160,Employee_0160,Picker,Team_D,TL_DC005_D,Shift_Manager_Evening,Manager_Muelheim,DC005,DACH,Germany
EMP0161,Employee_0161,Warehouse Associate,Team_A,TL_DC006_A,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0162,Employee_0162,Picker,Team_A,TL_DC006_A,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0163,Employee_0163,Replenisher,Team_A,TL_DC006_A,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0164,Employee_0164,Picker,Team_A,TL_DC006_A,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0165,Employee_0165,Picker,Team_A,TL_DC006_A,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0166,Employee_0166,Picker,Team_A,TL_DC006_A,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0167,Employee_0167,Picker,Team_A,TL_DC006_A,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0168,Employee_0168,Replenisher,Team_A,TL_DC006_A,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0169,Employee_0169,Replenisher,Team_B,TL_DC006_B,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0170,Employee_0170,Warehouse Associate,Team_B,TL_DC006_B,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0171,Employee_0171,Packer,Team_B,TL_DC006_B,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0172,Employee_0172,Warehouse Associate,Team_B,TL_DC006_B,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0173,Employee_0173,Warehouse Associate,Team_B,TL_DC006_B,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0174,Employee_0174,Warehouse Associate,Team_B,TL_DC006_B,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0175,Employee_0175,Packer,Team_B,TL_DC006_B,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0176,Employee_0176,Packer,Team_B,TL_DC006_B,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0177,Employee_0177,Picker,Team_C,TL_DC006_C,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0178,Employee_0178,Warehouse Associate,Team_C,TL_DC006_C,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0179,Employee_0179,Packer,Team_C,TL_DC006_C,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0180,Employee_0180,Picker,Team_C,TL_DC006_C,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0181,Employee_0181,Replenisher,Team_C,TL_DC006_C,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0182,Employee_0182,Warehouse Associate,Team_C,TL_DC006_C,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0183,Employee_0183,Replenisher,Team_C,TL_DC006_C,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0184,Employee_0184,Packer,Team_C,TL_DC006_C,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0185,Employee_0185,Picker,Team_D,TL_DC006_D,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0186,Employee_0186,Picker,Team_D,TL_DC006_D,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0187,Employee_0187,Replenisher,Team_D,TL_DC006_D,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0188,Employee_0188,Replenisher,Team_D,TL_DC006_D,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0189,Employee_0189,Picker,Team_D,TL_DC006_D,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0190,Employee_0190,Packer,Team_D,TL_DC006_D,Shift_Manager_Evening,Manager_Hamburg,DC006,DACH,Germany
EMP0191,Employee_0191,Picker,Team_D,TL_DC006_D,Shift_Manager_Morning,Manager_Hamburg,DC006,DACH,Germany
EMP0192,Employee_0192,Packer,Team_D,TL_DC006_D,Shift_Manager_Night,Manager_Hamburg,DC006,DACH,Germany
EMP0193,Employee_0193,Warehouse Associate,Team_A,TL_DC007_A,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0194,Employee_0194,Replenisher,Team_A,TL_DC007_A,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0195,Employee_0195,Replenisher,Team_A,TL_DC007_A,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0196,Employee_0196,Packer,Team_A,TL_DC007_A,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0197,Employee_0197,Replenisher,Team_A,TL_DC007_A,Shift_Manager_Evening,Manager_Berlin,DC007,DACH,Germany
EMP0198,Employee_0198,Warehouse Associate,Team_A,TL_DC007_A,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0199,Employee_0199,Warehouse Associate,Team_A,TL_DC007_A,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
EMP0200,Employee_0200,Replenisher,Team_A,TL_DC007_A,Shift_Manager_Morning,Manager_Berlin,DC007,DACH,Germany
EMP0201,Employee_0201,Packer,Team_B,TL_DC007_B,Shift_Manager_Night,Manager_Berlin,DC007,DACH,Germany
